path,slot,moduleLabel,moduleType,VID,KEY,id,pt,eta,phi,mass
HLT_L2Mu70_eta2p1_PFMET55_v2,7,hltL1sMu16Eta2p1,HLTLevel1GTSeed,-81,113,0,20,-0.75,-1.87623,0.105658
HLT_L2Mu70_eta2p1_PFMET60_v2,7,hltL1sMu16Eta2p1,HLTLevel1GTSeed,-81,113,0,20,-0.75,-1.87623,0.105658
HLT_L2Mu20_eta2p1_NoVertex_v2,7,hltL1sMu16Eta2p1,HLTLevel1GTSeed,-81,113,0,20,-0.75,-1.87623,0.105658
HLT_Mu12_eta2p1_L1Mu10erJetC12WdEtaPhi1DiJetsC_v5,7,hltL1sL1Mu10erJetC20JetC12Corr1OrL1Mu10erJetC32OrMu10erJetC32JetC12Corr1OrMu12er,HLTLevel1GTSeed,-81,113,0,20,-0.75,-1.87623,0.105658
HLT_Mu15_eta2p1_L1Mu10erJetC12WdEtaPhi1DiJetsC_v1,7,hltL1sL1Mu10erJetC20JetC12Corr1OrL1Mu10erJetC32OrMu10erJetC32JetC12Corr1OrMu12er,HLTLevel1GTSeed,-81,113,0,20,-0.75,-1.87623,0.105658
HLT_Mu24_v15,7,hltL1sMu16,HLTLevel1GTSeed,-81,113,0,20,-0.75,-1.87623,0.105658
HLT_Mu24_eta2p1_v4,7,hltL1sMu16Eta2p1,HLTLevel1GTSeed,-81,113,0,20,-0.75,-1.87623,0.105658
HLT_Mu30_v15,7,hltL1sMu16,HLTLevel1GTSeed,-81,113,0,20,-0.75,-1.87623,0.105658
HLT_Mu30_eta2p1_v4,7,hltL1sMu16Eta2p1,HLTLevel1GTSeed,-81,113,0,20,-0.75,-1.87623,0.105658
HLT_Mu40_v13,7,hltL1sMu16,HLTLevel1GTSeed,-81,113,0,20,-0.75,-1.87623,0.105658
HLT_Mu40_v13,22,hltL2fL1sMu16L1f0L2Filtered16Q,HLTMuonL2PreFilter,83,0,-13,17.2742,-0.694772,-1.69727,-2.38419e-07
HLT_Mu40_eta2p1_v10,7,hltL1sMu16Eta2p1,HLTLevel1GTSeed,-81,113,0,20,-0.75,-1.87623,0.105658
HLT_Mu40_eta2p1_v10,22,hltL2fL1sMu16Eta2p1L1f0L2Filtered16Q,HLTMuonL2PreFilter,83,0,-13,17.2742,-0.694772,-1.69727,-2.38419e-07
HLT_Mu50_eta2p1_v7,7,hltL1sMu16Eta2p1,HLTLevel1GTSeed,-81,113,0,20,-0.75,-1.87623,0.105658
HLT_Mu50_eta2p1_v7,22,hltL2fL1sMu16Eta2p1L1f0L2Filtered16Q,HLTMuonL2PreFilter,83,0,-13,17.2742,-0.694772,-1.69727,-2.38419e-07
HLT_RelIso1p0Mu20_v2,7,hltL1sL1SingleMu16er,HLTLevel1GTSeed,-81,113,0,20,-0.75,-1.87623,0.105658
HLT_IsoMu20_eta2p1_v6,7,hltL1sMu16Eta2p1,HLTLevel1GTSeed,-81,113,0,20,-0.75,-1.87623,0.105658
HLT_IsoMu24_v16,7,hltL1sMu16,HLTLevel1GTSeed,-81,113,0,20,-0.75,-1.87623,0.105658
HLT_IsoMu24_v16,22,hltL2fL1sMu16L1f0L2Filtered16Q,HLTMuonL2PreFilter,83,0,-13,17.2742,-0.694772,-1.69727,-2.38419e-07
HLT_IsoMu24_eta2p1_v14,7,hltL1sMu16Eta2p1,HLTLevel1GTSeed,-81,113,0,20,-0.75,-1.87623,0.105658
HLT_IsoMu24_eta2p1_v14,22,hltL2fL1sMu16Eta2p1L1f0L2Filtered16Q,HLTMuonL2PreFilter,83,0,-13,17.2742,-0.694772,-1.69727,-2.38419e-07
