title,authors,abstract,arxiv_id,category,date,pdf_url,query_used,abstract_limpio,abstract_procesado,cluster_kmeans,pca_x,pca_y,topic_lda
Bayesian polarization calibration and imaging in very long baseline interferometry,"['Jong-Seo Kim', 'Jakob Roth', 'Jongho Park', 'Jack D. Livingston', 'Philipp Arras', 'Torsten A. Enßlin', 'Michael Janssen', 'J. Anton Zensus', 'Andrei P. Lobanov']","Extracting polarimetric information from very long baseline interferometry (VLBI) data is demanding but vital for understanding the synchrotron radiation process and the magnetic fields of celestial objects, such as active galactic nuclei (AGNs). However, conventional CLEAN-based calibration and imaging methods provide suboptimal resolution without uncertainty estimation of calibration solutions, while requiring manual steering from an experienced user. We present a Bayesian polarization calibration and imaging method using Bayesian imaging software resolve for VLBI data sets, that explores the posterior distribution of antenna-based gains, polarization leakages, and polarimetric images jointly from pre-calibrated data. We demonstrate our calibration and imaging method with observations of the quasar 3C273 with the VLBA at 15 GHz and the blazar OJ287 with the GMVA+ALMA at 86 GHz. Compared to the CLEAN method, our approach provides physically realistic images that satisfy positivity of flux and polarization constraints and can reconstruct complex source structures composed of various spatial scales. Our method systematically accounts for calibration uncertainties in the final images and provides uncertainties of Stokes images and calibration solutions. The automated Bayesian approach for calibration and imaging will be able to obtain high-fidelity polarimetric images using high-quality data from next-generation radio arrays. The pipeline developed for this work is publicly available.",2511.16556v1,astro-ph.IM,2025-11-20 17:10:06+00:00,https://arxiv.org/pdf/2511.16556v1,"""radio interferometry"" AND (""image reconstruction"" OR ""aperture synthesis"")",extracting polarimetric information from very long baseline interferometry vlbi data is demanding but vital for understanding the synchrotron radiation process and the magnetic fields of celestial objects such as active galactic nuclei agns however conventional cleanbased calibration and imaging methods provide suboptimal resolution without uncertainty estimation of calibration solutions while requiring manual steering from an experienced user we present a bayesian polarization calibration and imaging method using bayesian imaging software resolve for vlbi data sets that explores the posterior distribution of antennabased gains polarization leakages and polarimetric images jointly from precalibrated data we demonstrate our calibration and imaging method with observations of the quasar c with the vlba at ghz and the blazar oj with the gmvaalma at ghz compared to the clean method our approach provides physically realistic images that satisfy positivity of flux and polarization constraints and can reconstruct complex source structures composed of various spatial scales our method systematically accounts for calibration uncertainties in the final images and provides uncertainties of stokes images and calibration solutions the automated bayesian approach for calibration and imaging will be able to obtain highfidelity polarimetric images using highquality data from nextgeneration radio arrays the pipeline developed for this work is publicly available,extracting polarimetric information long baseline interferometry vlbi data demanding vital understanding synchrotron radiation process magnetic field celestial object active galactic nucleus agns however conventional cleanbased calibration imaging method provide suboptimal resolution without uncertainty estimation calibration solution requiring manual steering experienced user present bayesian polarization calibration imaging method using bayesian imaging software resolve vlbi data set explores posterior distribution antennabased gain polarization leakage polarimetric image jointly precalibrated data demonstrate calibration imaging method observation quasar vlba ghz blazar gmvaalma ghz compared clean method approach provides physically realistic image satisfy positivity flux polarization constraint reconstruct complex source structure composed various spatial scale method systematically account calibration uncertainty final image provides uncertainty stokes image calibration solution automated bayesian approach calibration imaging able obtain highfidelity polarimetric image using highquality data nextgeneration radio array pipeline developed work publicly available,8,0.18532420923966705,0.27621261453078655,
HyperAIRI: a plug-and-play algorithm for precise hyperspectral image reconstruction in radio interferometry,"['Chao Tang', 'Arwa Dabbech', 'Adrian Jackson', 'Yves Wiaux']","The next-generation radio-interferometric (RI) telescopes require imaging algorithms capable of forming high-resolution high-dynamic-range images from large data volumes spanning wide frequency bands. Recently, AIRI, a plug-and-play (PnP) approach taking the forward-backward algorithmic structure (FB), has demonstrated state-of-the-art performance in monochromatic RI imaging by alternating a data-fidelity step with a regularisation step via learned denoisers. In this work, we introduce HyperAIRI, its hyperspectral extension, underpinned by learned hyperspectral denoisers enforcing a power-law spectral model. For each spectral channel, the HyperAIRI denoiser takes as input its current image estimate, alongside estimates of its two immediate neighbouring channels and the spectral index map, and provides as output its associated denoised image. To ensure convergence of HyperAIRI, the denoisers are trained with a Jacobian regularisation enforcing non-expansiveness. To accommodate varying dynamic ranges, we assemble a shelf of pre-trained denoisers, each tailored to a specific dynamic range. At each HyperAIRI iteration, the spectral channels of the target image cube are updated in parallel using dynamic-range-matched denoisers from the pre-trained shelf. The denoisers are also endowed with a spatial image faceting functionality, enabling scalability to varied image sizes. Additionally, we formally introduce Hyper-uSARA, a variant of the optimisation-based algorithm HyperSARA, promoting joint sparsity across spectral channels via the l2,1-norm, also adopting FB. We evaluate HyperAIRI's performance on simulated and real observations. We showcase its superior performance compared to its optimisation-based counterpart Hyper-uSARA, CLEAN's hyperspectral variant in WSClean, and the monochromatic imaging algorithms AIRI and uSARA.",2510.15198v1,astro-ph.IM,2025-10-16 23:49:20+00:00,https://arxiv.org/pdf/2510.15198v1,"""radio interferometry"" AND (""image reconstruction"" OR ""aperture synthesis"")",the nextgeneration radiointerferometric ri telescopes require imaging algorithms capable of forming highresolution highdynamicrange images from large data volumes spanning wide frequency bands recently airi a plugandplay pnp approach taking the forwardbackward algorithmic structure fb has demonstrated stateoftheart performance in monochromatic ri imaging by alternating a datafidelity step with a regularisation step via learned denoisers in this work we introduce hyperairi its hyperspectral extension underpinned by learned hyperspectral denoisers enforcing a powerlaw spectral model for each spectral channel the hyperairi denoiser takes as input its current image estimate alongside estimates of its two immediate neighbouring channels and the spectral index map and provides as output its associated denoised image to ensure convergence of hyperairi the denoisers are trained with a jacobian regularisation enforcing nonexpansiveness to accommodate varying dynamic ranges we assemble a shelf of pretrained denoisers each tailored to a specific dynamic range at each hyperairi iteration the spectral channels of the target image cube are updated in parallel using dynamicrangematched denoisers from the pretrained shelf the denoisers are also endowed with a spatial image faceting functionality enabling scalability to varied image sizes additionally we formally introduce hyperusara a variant of the optimisationbased algorithm hypersara promoting joint sparsity across spectral channels via the lnorm also adopting fb we evaluate hyperairis performance on simulated and real observations we showcase its superior performance compared to its optimisationbased counterpart hyperusara cleans hyperspectral variant in wsclean and the monochromatic imaging algorithms airi and usara,nextgeneration radiointerferometric telescope require imaging algorithm capable forming highresolution highdynamicrange image large data volume spanning wide frequency band recently airi plugandplay pnp approach taking forwardbackward algorithmic structure demonstrated stateoftheart performance monochromatic imaging alternating datafidelity step regularisation step via learned denoisers work introduce hyperairi hyperspectral extension underpinned learned hyperspectral denoisers enforcing powerlaw spectral model spectral channel hyperairi denoiser take input current image estimate alongside estimate two immediate neighbouring channel spectral index map provides output associated denoised image ensure convergence hyperairi denoisers trained jacobian regularisation enforcing nonexpansiveness accommodate varying dynamic range assemble shelf pretrained denoisers tailored specific dynamic range hyperairi iteration spectral channel target image cube updated parallel using dynamicrangematched denoisers pretrained shelf denoisers also endowed spatial image faceting functionality enabling scalability varied image size additionally formally introduce hyperusara variant optimisationbased algorithm hypersara promoting joint sparsity across spectral channel via lnorm also adopting evaluate hyperairis performance simulated real observation showcase superior performance compared optimisationbased counterpart hyperusara clean hyperspectral variant wsclean monochromatic imaging algorithm airi usara,8,0.16987050243434057,0.13477863231617127,
Generative imaging for radio interferometry with fast uncertainty quantification,"['Matthijs Mars', 'Tobías I. Liaudat', 'Jessica J. Whitney', 'Marta M. Betcke', 'Jason D. McEwen']","With the rise of large radio interferometric telescopes, particularly the SKA, there is a growing demand for computationally efficient image reconstruction techniques. Existing reconstruction methods, such as the CLEAN algorithm or proximal optimisation approaches, are iterative in nature, necessitating a large amount of compute. These methods either provide no uncertainty quantification or require large computational overhead to do so. Learned reconstruction methods have shown promise in providing efficient and high quality reconstruction. In this article we explore the use of generative neural networks that enable efficient approximate sampling of the posterior distribution for high quality reconstructions with uncertainty quantification. Our RI-GAN framework, builds on the regularised conditional generative adversarial network (rcGAN) framework by integrating a gradient U-Net (GU-Net) architecture - a hybrid reconstruction model that embeds the measurement operator directly into the network. This framework uses Wasserstein GANs to improve training stability in combination with regularisation terms that combat mode collapse, which are typical problems for conditional GANs. This approach takes as input the dirty image and the point spread function (PSF) of the observation and provides efficient, high-quality image reconstructions that are robust to varying visibility coverages, generalises to images with an increased dynamic range, and provides informative uncertainty quantification. Our methods provide a significant step toward computationally efficient, scalable, and uncertainty-aware imaging for next-generation radio telescopes.",2507.21270v1,astro-ph.IM,2025-07-28 18:52:07+00:00,https://arxiv.org/pdf/2507.21270v1,"""radio interferometry"" AND (""image reconstruction"" OR ""aperture synthesis"")",with the rise of large radio interferometric telescopes particularly the ska there is a growing demand for computationally efficient image reconstruction techniques existing reconstruction methods such as the clean algorithm or proximal optimisation approaches are iterative in nature necessitating a large amount of compute these methods either provide no uncertainty quantification or require large computational overhead to do so learned reconstruction methods have shown promise in providing efficient and high quality reconstruction in this article we explore the use of generative neural networks that enable efficient approximate sampling of the posterior distribution for high quality reconstructions with uncertainty quantification our rigan framework builds on the regularised conditional generative adversarial network rcgan framework by integrating a gradient unet gunet architecture a hybrid reconstruction model that embeds the measurement operator directly into the network this framework uses wasserstein gans to improve training stability in combination with regularisation terms that combat mode collapse which are typical problems for conditional gans this approach takes as input the dirty image and the point spread function psf of the observation and provides efficient highquality image reconstructions that are robust to varying visibility coverages generalises to images with an increased dynamic range and provides informative uncertainty quantification our methods provide a significant step toward computationally efficient scalable and uncertaintyaware imaging for nextgeneration radio telescopes,rise large radio interferometric telescope particularly ska growing demand computationally efficient image reconstruction technique existing reconstruction method clean algorithm proximal optimisation approach iterative nature necessitating large amount compute method either provide uncertainty quantification require large computational overhead learned reconstruction method shown promise providing efficient high quality reconstruction article explore use generative neural network enable efficient approximate sampling posterior distribution high quality reconstruction uncertainty quantification rigan framework build regularised conditional generative adversarial network rcgan framework integrating gradient unet gunet architecture hybrid reconstruction model embeds measurement operator directly network framework us wasserstein gans improve training stability combination regularisation term combat mode collapse typical problem conditional gans approach take input dirty image point spread function psf observation provides efficient highquality image reconstruction robust varying visibility coverage generalises image increased dynamic range provides informative uncertainty quantification method provide significant step toward computationally efficient scalable uncertaintyaware imaging nextgeneration radio telescope,8,0.21963525244667179,0.1896056331575187,
How to make CLEAN variants faster? Using clustered components informed by the autocorrelation function,"['Hendrik Müller', 'Sanjay Bhatnagar']","Deconvolution, imaging and calibration of data from radio interferometers is a challenging computational (inverse) problem. The upcoming generation of radio telescopes poses significant challenges to existing, and well proven data reduction pipelines due to the large data sizes expected from these experiments, and the high resolution and dynamic range. In this manuscript, we deal with the deconvolution problem. A variety of multiscalar variants to the classical CLEAN algorithm (the de-facto standard) have been proposed in the past, often outperforming CLEAN at the cost of significantly increasing numerical resources. In this work, we aim to combine some of these ideas for a new algorithm, Autocorr-CLEAN, to accelerate the deconvolution and prepare the data reduction pipelines for the data sizes expected by the upcoming generation of instruments. To this end, we propose to use a cluster of CLEAN components fitted to the autocorrelation function of the residual in a subminor loop, to derive continuously changing, and potentially non-radially symmetric, basis functions for CLEANing the residual. Autocorr-CLEAN allows for the superior reconstruction fidelity achieved by modern multiscalar approaches, and their superior convergence speed. It achieves this without utilizing any substep of super-linear complexity in the minor loops, keeping the single minor loop and subminor loop iterations at an execution time comparable to CLEAN. Combining these advantages, Autocorr-CLEAN is found to be up to a magnitude faster than the classical CLEAN procedure. Autocorr-CLEAN fits well in the algorithmic framework common for radio interferometry, making it relatively straightforward to include in future data reduction pipelines. With its accelerated convergence speed, and smaller residual, Autocorr-CLEAN may be an important asset for the data analysis in the future.",2504.16058v1,astro-ph.IM,2025-04-22 17:33:55+00:00,https://arxiv.org/pdf/2504.16058v1,"""radio interferometry"" AND (""image reconstruction"" OR ""aperture synthesis"")",deconvolution imaging and calibration of data from radio interferometers is a challenging computational inverse problem the upcoming generation of radio telescopes poses significant challenges to existing and well proven data reduction pipelines due to the large data sizes expected from these experiments and the high resolution and dynamic range in this manuscript we deal with the deconvolution problem a variety of multiscalar variants to the classical clean algorithm the defacto standard have been proposed in the past often outperforming clean at the cost of significantly increasing numerical resources in this work we aim to combine some of these ideas for a new algorithm autocorrclean to accelerate the deconvolution and prepare the data reduction pipelines for the data sizes expected by the upcoming generation of instruments to this end we propose to use a cluster of clean components fitted to the autocorrelation function of the residual in a subminor loop to derive continuously changing and potentially nonradially symmetric basis functions for cleaning the residual autocorrclean allows for the superior reconstruction fidelity achieved by modern multiscalar approaches and their superior convergence speed it achieves this without utilizing any substep of superlinear complexity in the minor loops keeping the single minor loop and subminor loop iterations at an execution time comparable to clean combining these advantages autocorrclean is found to be up to a magnitude faster than the classical clean procedure autocorrclean fits well in the algorithmic framework common for radio interferometry making it relatively straightforward to include in future data reduction pipelines with its accelerated convergence speed and smaller residual autocorrclean may be an important asset for the data analysis in the future,deconvolution imaging calibration data radio interferometer challenging computational inverse problem upcoming generation radio telescope pose significant challenge existing well proven data reduction pipeline due large data size expected experiment high resolution dynamic range manuscript deal deconvolution problem variety multiscalar variant classical clean algorithm defacto standard proposed past often outperforming clean cost significantly increasing numerical resource work aim combine idea new algorithm autocorrclean accelerate deconvolution prepare data reduction pipeline data size expected upcoming generation instrument end propose use cluster clean component fitted autocorrelation function residual subminor loop derive continuously changing potentially nonradially symmetric basis function cleaning residual autocorrclean allows superior reconstruction fidelity achieved modern multiscalar approach superior convergence speed achieves without utilizing substep superlinear complexity minor loop keeping single minor loop subminor loop iteration execution time comparable clean combining advantage autocorrclean found magnitude faster classical clean procedure autocorrclean fit well algorithmic framework common radio interferometry making relatively straightforward include future data reduction pipeline accelerated convergence speed smaller residual autocorrclean may important asset data analysis future,3,0.4121662389638555,0.02736106307397753,
Toward a Robust R2D2 Paradigm for Radio-interferometric Imaging: Revisiting Deep Neural Network Training and Architecture,"['Amir Aghabiglou', 'Chung San Chu', 'Chao Tang', 'Arwa Dabbech', 'Yves Wiaux']","The R2D2 Deep Neural Network (DNN) series was recently introduced for image formation in radio interferometry. It can be understood as a learned version of CLEAN, whose minor cycles are substituted with DNNs. We revisit R2D2 on the grounds of series convergence, training methodology, and DNN architecture, improving its robustness in terms of generalizability beyond training conditions, capability to deliver high data fidelity, and epistemic uncertainty. First, while still focusing on telescope-specific training, we enhance the learning process by randomizing Fourier sampling integration times, incorporating multiscan multinoise configurations, and varying imaging settings, including pixel resolution and visibility-weighting scheme. Second, we introduce a convergence criterion whereby the reconstruction process stops when the data residual is compatible with noise, rather than simply using all available DNNs. This not only increases the reconstruction efficiency by reducing its computational cost, but also refines training by pruning out the data/image pairs for which optimal data fidelity is reached before training the next DNN. Third, we substitute R2D2's early U-Net DNN with a novel architecture (U-WDSR) combining U-Net and WDSR, which leverages wide activation, dense skip connections, weight normalization, and low-rank convolution to improve feature reuse and reconstruction precision. As previously, R2D2 was trained for monochromatic intensity imaging with the Very Large Array at fixed $512 \times 512$ image size. Simulations on a wide range of inverse problems and a case study on real data reveal that the new R2D2 model consistently outperforms its earlier version in image reconstruction quality, data fidelity, and epistemic uncertainty.",2503.02554v2,astro-ph.IM,2025-03-04 12:26:45+00:00,https://arxiv.org/pdf/2503.02554v2,"""radio interferometry"" AND (""image reconstruction"" OR ""aperture synthesis"")",the rd deep neural network dnn series was recently introduced for image formation in radio interferometry it can be understood as a learned version of clean whose minor cycles are substituted with dnns we revisit rd on the grounds of series convergence training methodology and dnn architecture improving its robustness in terms of generalizability beyond training conditions capability to deliver high data fidelity and epistemic uncertainty first while still focusing on telescopespecific training we enhance the learning process by randomizing fourier sampling integration times incorporating multiscan multinoise configurations and varying imaging settings including pixel resolution and visibilityweighting scheme second we introduce a convergence criterion whereby the reconstruction process stops when the data residual is compatible with noise rather than simply using all available dnns this not only increases the reconstruction efficiency by reducing its computational cost but also refines training by pruning out the dataimage pairs for which optimal data fidelity is reached before training the next dnn third we substitute rds early unet dnn with a novel architecture uwdsr combining unet and wdsr which leverages wide activation dense skip connections weight normalization and lowrank convolution to improve feature reuse and reconstruction precision as previously rd was trained for monochromatic intensity imaging with the very large array at fixed times image size simulations on a wide range of inverse problems and a case study on real data reveal that the new rd model consistently outperforms its earlier version in image reconstruction quality data fidelity and epistemic uncertainty,deep neural network dnn series recently introduced image formation radio interferometry understood learned version clean whose minor cycle substituted dnns revisit ground series convergence training methodology dnn architecture improving robustness term generalizability beyond training condition capability deliver high data fidelity epistemic uncertainty first still focusing telescopespecific training enhance learning process randomizing fourier sampling integration time incorporating multiscan multinoise configuration varying imaging setting including pixel resolution visibilityweighting scheme second introduce convergence criterion whereby reconstruction process stop data residual compatible noise rather simply using available dnns increase reconstruction efficiency reducing computational cost also refines training pruning dataimage pair optimal data fidelity reached training next dnn third substitute rds early unet dnn novel architecture uwdsr combining unet wdsr leverage wide activation dense skip connection weight normalization lowrank convolution improve feature reuse reconstruction precision previously trained monochromatic intensity imaging large array fixed time image size simulation wide range inverse problem case study real data reveal new model consistently outperforms earlier version image reconstruction quality data fidelity epistemic uncertainty,8,0.27015002737595784,0.17937797719134338,
S-R2D2: a spherical extension of the R2D2 deep neural network series paradigm for wide-field radio-interferometric imaging,"['A. Tajja', 'A. Aghabiglou', 'E. Tolley', 'J-P. Kneib', 'J-P. Thiran', 'Y. Wiaux']","Recently, the R2D2 paradigm, standing for ''Residual-to-Residual DNN series for high-Dynamic-range imaging'', was introduced for image formation in Radio Interferometry (RI) as a learned version of the traditional algorithm CLEAN. The first incarnations of R2D2 are limited to planar imaging on small fields of view, failing to meet the spherical-imaging requirement of modern telescopes observing wide fields. To address this limitation, we propose the spherical-imaging extension S-R2D2. Firstly, as R2D2, S-R2D2 encapsulates its minor cycles in existing 2D-Euclidean deep neural network (DNN) architectures, but adapts its iterative scheme to incorporate the wide-field measurement model mapping a spherical image to visibility data. We implemented this model as the composition of an efficient Fourier-based interpolator mapping the spherical image onto the equatorial plane, with the standard RI operator mapping the equatorial-plane image to visibility data. Importantly, the interpolation step must inevitably be performed at a lower-than-optimal resolution on the plane, to meet the high-resolution requirement on the sphere of wide-field imaging while preserving scalability. Therefore, secondly, we design S-R2D2's DNN training loss to jointly learn to correct the interpolation approximations and identify residual image structures on the sphere, ensuring consistency with the spherical ground truth using the adjoint plane-to-sphere interpolator. Finally, we demonstrate through simulations S-R2D2's capability to perform fast and accurate reconstructions of spherical monochromatic intensity images, across high-resolution, high-dynamic-range settings.",2503.01462v1,astro-ph.IM,2025-03-03 12:18:23+00:00,https://arxiv.org/pdf/2503.01462v1,"""radio interferometry"" AND (""image reconstruction"" OR ""aperture synthesis"")",recently the rd paradigm standing for residualtoresidual dnn series for highdynamicrange imaging was introduced for image formation in radio interferometry ri as a learned version of the traditional algorithm clean the first incarnations of rd are limited to planar imaging on small fields of view failing to meet the sphericalimaging requirement of modern telescopes observing wide fields to address this limitation we propose the sphericalimaging extension srd firstly as rd srd encapsulates its minor cycles in existing deuclidean deep neural network dnn architectures but adapts its iterative scheme to incorporate the widefield measurement model mapping a spherical image to visibility data we implemented this model as the composition of an efficient fourierbased interpolator mapping the spherical image onto the equatorial plane with the standard ri operator mapping the equatorialplane image to visibility data importantly the interpolation step must inevitably be performed at a lowerthanoptimal resolution on the plane to meet the highresolution requirement on the sphere of widefield imaging while preserving scalability therefore secondly we design srds dnn training loss to jointly learn to correct the interpolation approximations and identify residual image structures on the sphere ensuring consistency with the spherical ground truth using the adjoint planetosphere interpolator finally we demonstrate through simulations srds capability to perform fast and accurate reconstructions of spherical monochromatic intensity images across highresolution highdynamicrange settings,recently paradigm standing residualtoresidual dnn series highdynamicrange imaging introduced image formation radio interferometry learned version traditional algorithm clean first incarnation limited planar imaging small field view failing meet sphericalimaging requirement modern telescope observing wide field address limitation propose sphericalimaging extension srd firstly srd encapsulates minor cycle existing deuclidean deep neural network dnn architecture adapts iterative scheme incorporate widefield measurement model mapping spherical image visibility data implemented model composition efficient fourierbased interpolator mapping spherical image onto equatorial plane standard operator mapping equatorialplane image visibility data importantly interpolation step must inevitably performed lowerthanoptimal resolution plane meet highresolution requirement sphere widefield imaging preserving scalability therefore secondly design srds dnn training loss jointly learn correct interpolation approximation identify residual image structure sphere ensuring consistency spherical ground truth using adjoint planetosphere interpolator finally demonstrate simulation srds capability perform fast accurate reconstruction spherical monochromatic intensity image across highresolution highdynamicrange setting,8,0.19522958430404358,0.25963266825121045,
IRIS: A Bayesian Approach for Image Reconstruction in Radio Interferometry with expressive Score-Based priors,"['Noé Dia', 'M. J. Yantovski-Barth', 'Alexandre Adam', 'Micah Bowles', 'Laurence Perreault-Levasseur', 'Yashar Hezaveh', 'Anna Scaife']","Inferring sky surface brightness distributions from noisy interferometric data in a principled statistical framework has been a key challenge in radio astronomy. In this work, we introduce Imaging for Radio Interferometry with Score-based models (IRIS). We use score-based models trained on optical images of galaxies as an expressive prior in combination with a Gaussian likelihood in the uv-space to infer images of protoplanetary disks from visibility data of the DSHARP survey conducted by ALMA. We demonstrate the advantages of this framework compared with traditional radio interferometry imaging algorithms, showing that it produces plausible posterior samples despite the use of a misspecified galaxy prior. Through coverage testing on simulations, we empirically evaluate the accuracy of this approach to generate calibrated posterior samples.",2501.02473v1,astro-ph.IM,2025-01-05 08:11:53+00:00,https://arxiv.org/pdf/2501.02473v1,"""radio interferometry"" AND (""image reconstruction"" OR ""aperture synthesis"")",inferring sky surface brightness distributions from noisy interferometric data in a principled statistical framework has been a key challenge in radio astronomy in this work we introduce imaging for radio interferometry with scorebased models iris we use scorebased models trained on optical images of galaxies as an expressive prior in combination with a gaussian likelihood in the uvspace to infer images of protoplanetary disks from visibility data of the dsharp survey conducted by alma we demonstrate the advantages of this framework compared with traditional radio interferometry imaging algorithms showing that it produces plausible posterior samples despite the use of a misspecified galaxy prior through coverage testing on simulations we empirically evaluate the accuracy of this approach to generate calibrated posterior samples,inferring sky surface brightness distribution noisy interferometric data principled statistical framework key challenge radio astronomy work introduce imaging radio interferometry scorebased model iris use scorebased model trained optical image galaxy expressive prior combination gaussian likelihood uvspace infer image protoplanetary disk visibility data dsharp survey conducted alma demonstrate advantage framework compared traditional radio interferometry imaging algorithm showing produce plausible posterior sample despite use misspecified galaxy prior coverage testing simulation empirically evaluate accuracy approach generate calibrated posterior sample,8,0.22547269895854452,0.1954386410920314,
Probing jet dynamics and collimation in radio galaxies. Application to NGC 1052,"['Ainara Saiz-Pérez', 'Christian M. Fromm', 'Manel Perucho', 'Oliver Porth', 'Matthias Kadler', 'Yosuke Mizuno', 'Andrew Chael', 'Karl Mannheim']","Context. Radio galaxies with visible two-sided jet structures, such as NGC 1052, are sources of particular interest to study the collimation and shock structure of active galactic nuclei jets. High-resolution very-long-baseline interferometry observations of such sources can resolve and study the jet collimation profile and probe different physical mechanisms. Aims. In this paper, we study the physics of double-sided radio sources at parsec scales, and in particular investigate whether propagating shocks can give rise to the observed asymmetry between jet and counterjet. Methods. We carry out special relativistic hydrodynamic simulations and perform radiative transfer calculations of an over-pressured perturbed jet. During the radiative transfer calculations we incorporate both thermal and nonthermal emission while taking the finite speed of light into account. To further compare our results to observations, we create more realistic synthetic data including the properties of the observing array as well as the image reconstruction via multifrequency regularized maximum likelihood methods. We finally introduce a semi-automatized method for tracking jet components and extracting jet kinematics. Results. We show that propagating shocks in an inherently symmetric double-sided jet can lead to partially asymmetric jet collimation profiles due to time delay effects and relativistic beaming. These asymmetries may appear on specific epochs, with one jet evolving near conically and the other one parabolically (width profile evolving with a slope of 1 and 0.5, respectively). However, these spurious asymmetries are not significant when observing the source evolve for an extended amount of time. Conclusions. Purely observational effects are not enough to explain a persisting asymmetry in the jet collimation profile of double-sided jet sources and hint at evidence for asymmetrically launched jets.",2412.02358v1,astro-ph.HE,2024-12-03 10:30:59+00:00,https://arxiv.org/pdf/2412.02358v1,"""radio interferometry"" AND (""image reconstruction"" OR ""aperture synthesis"")",context radio galaxies with visible twosided jet structures such as ngc are sources of particular interest to study the collimation and shock structure of active galactic nuclei jets highresolution verylongbaseline interferometry observations of such sources can resolve and study the jet collimation profile and probe different physical mechanisms aims in this paper we study the physics of doublesided radio sources at parsec scales and in particular investigate whether propagating shocks can give rise to the observed asymmetry between jet and counterjet methods we carry out special relativistic hydrodynamic simulations and perform radiative transfer calculations of an overpressured perturbed jet during the radiative transfer calculations we incorporate both thermal and nonthermal emission while taking the finite speed of light into account to further compare our results to observations we create more realistic synthetic data including the properties of the observing array as well as the image reconstruction via multifrequency regularized maximum likelihood methods we finally introduce a semiautomatized method for tracking jet components and extracting jet kinematics results we show that propagating shocks in an inherently symmetric doublesided jet can lead to partially asymmetric jet collimation profiles due to time delay effects and relativistic beaming these asymmetries may appear on specific epochs with one jet evolving near conically and the other one parabolically width profile evolving with a slope of and respectively however these spurious asymmetries are not significant when observing the source evolve for an extended amount of time conclusions purely observational effects are not enough to explain a persisting asymmetry in the jet collimation profile of doublesided jet sources and hint at evidence for asymmetrically launched jets,context radio galaxy visible twosided jet structure ngc source particular interest study collimation shock structure active galactic nucleus jet highresolution verylongbaseline interferometry observation source resolve study jet collimation profile probe different physical mechanism aim paper study physic doublesided radio source parsec scale particular investigate whether propagating shock give rise observed asymmetry jet counterjet method carry special relativistic hydrodynamic simulation perform radiative transfer calculation overpressured perturbed jet radiative transfer calculation incorporate thermal nonthermal emission taking finite speed light account compare result observation create realistic synthetic data including property observing array well image reconstruction via multifrequency regularized maximum likelihood method finally introduce semiautomatized method tracking jet component extracting jet kinematics result show propagating shock inherently symmetric doublesided jet lead partially asymmetric jet collimation profile due time delay effect relativistic beaming asymmetry may appear specific epoch one jet evolving near conically one parabolically width profile evolving slope respectively however spurious asymmetry significant observing source evolve extended amount time conclusion purely observational effect enough explain persisting asymmetry jet collimation profile doublesided jet source hint evidence asymmetrically launched jet,4,-0.2745482384501719,0.30354736536295596,
Uncertainty quantification for fast reconstruction methods using augmented equivariant bootstrap: Application to radio interferometry,"['Mostafa Cherif', 'Tobías I. Liaudat', 'Jonathan Kern', 'Christophe Kervazo', 'Jérôme Bobin']","The advent of next-generation radio interferometers like the Square Kilometer Array promises to revolutionise our radio astronomy observational capabilities. The unprecedented volume of data these devices generate requires fast and accurate image reconstruction algorithms to solve the ill-posed radio interferometric imaging problem. Most state-of-the-art reconstruction methods lack trustworthy and scalable uncertainty quantification, which is critical for the rigorous scientific interpretation of radio observations. We propose an unsupervised technique based on a conformalized version of a radio-augmented equivariant bootstrapping method, which allows us to quantify uncertainties for fast reconstruction methods. Noticeably, we rely on reconstructions from ultra-fast unrolled algorithms. The proposed method brings more reliable uncertainty estimations to our problem than existing alternatives.",2410.23178v2,astro-ph.IM,2024-10-30 16:36:55+00:00,https://arxiv.org/pdf/2410.23178v2,"""radio interferometry"" AND (""image reconstruction"" OR ""aperture synthesis"")",the advent of nextgeneration radio interferometers like the square kilometer array promises to revolutionise our radio astronomy observational capabilities the unprecedented volume of data these devices generate requires fast and accurate image reconstruction algorithms to solve the illposed radio interferometric imaging problem most stateoftheart reconstruction methods lack trustworthy and scalable uncertainty quantification which is critical for the rigorous scientific interpretation of radio observations we propose an unsupervised technique based on a conformalized version of a radioaugmented equivariant bootstrapping method which allows us to quantify uncertainties for fast reconstruction methods noticeably we rely on reconstructions from ultrafast unrolled algorithms the proposed method brings more reliable uncertainty estimations to our problem than existing alternatives,advent nextgeneration radio interferometer like square kilometer array promise revolutionise radio astronomy observational capability unprecedented volume data device generate requires fast accurate image reconstruction algorithm solve illposed radio interferometric imaging problem stateoftheart reconstruction method lack trustworthy scalable uncertainty quantification critical rigorous scientific interpretation radio observation propose unsupervised technique based conformalized version radioaugmented equivariant bootstrapping method allows quantify uncertainty fast reconstruction method noticeably rely reconstruction ultrafast unrolled algorithm proposed method brings reliable uncertainty estimation problem existing alternative,8,0.2869018880851538,0.15162838478404397,
